"rn","ec","eq","way","ko","symbol","name","map","md"
"R11262","3.2.1.1, 3.2.1.2, 3.2.1.133","Maltodextrin + H2O <=> Maltose","Bidirectional","K05992","amyM","maltogenic alpha-amylase [EC:3.2.1.133]","map00500","NA"
"R11262","3.2.1.1, 3.2.1.2, 3.2.1.133","Maltodextrin + H2O <=> Maltose","Bidirectional","K07405","E3.2.1.1A","alpha-amylase [EC:3.2.1.1]","map00500","NA"
"R11306","2.4.1.245","UDP-glucose + D-Glucose <=> alpha,alpha-Trehalose + UDP","Bidirectional","K13057","treT","trehalose synthase [EC:2.4.1.245]","map00500","NA"
"R11307","3.2.1.4","Cellulose + H2O <=> Cellulose + Cellodextrin","Bidirectional","K01179","E3.2.1.4","endoglucanase [EC:3.2.1.4]","map00500","NA"
"R11307","3.2.1.4","Cellulose + H2O <=> Cellulose + Cellodextrin","Bidirectional","K19357","CELB","cellulase [EC:3.2.1.4]","map00500","NA"
"R11308","3.2.1.4, 3.2.1.91","Cellodextrin <=> Cellobiose","Bidirectional","K01179","E3.2.1.4","endoglucanase [EC:3.2.1.4]","map00500","NA"
"R11308","3.2.1.4, 3.2.1.91","Cellodextrin <=> Cellobiose","Bidirectional","K01225","CBH1","cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]","map00500","NA"
"R11308","3.2.1.4, 3.2.1.91","Cellodextrin <=> Cellobiose","Bidirectional","K19357","CELB","cellulase [EC:3.2.1.4]","map00500","NA"
"R11308","3.2.1.4, 3.2.1.91","Cellodextrin <=> Cellobiose","Bidirectional","K19668","CBH2","cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]","map00500","NA"
"R11309","3.2.1.11","Dextran <=> Isomaltose","Bidirectional","K05988","dexA","dextranase [EC:3.2.1.11]","map00500","NA"
"R11310","5.4.2.6","beta-D-Glucose 1-phosphate <=> D-Glucose 6-phosphate","Bidirectional","K01838","pgmB","beta-phosphoglucomutase [EC:5.4.2.6]","map00500","NA"
"R11311","3.2.1.65","Levan <=> Levanbiose","Bidirectional","K01212","sacC","levanase [EC:3.2.1.65]","map00500","NA"
"R11530","2.4.1.342","ADP-glucose + D-Glucose 1-phosphate <=> ADP + alpha-Maltose 1-phosphate","Bidirectional","K16148","glgM","alpha-maltose-1-phosphate synthase [EC:2.4.1.342]","map00500","NA"
